Step,Frame,Node 1,Node 2,Node 3,Node 4,Node 5,Node 6,Node 7,Node 8,X,Y,Z,F11,F12,F13,F21,F22,F23,F31,F32,F33,DMG,E1,E2,E3,E4,E5,E6,S1,S2,S3,S4,S5,S6,Ep1,Ep2,Ep3,Ep4,Ep5,Ep6
0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0003186000103596598,0.0003186000103596598,-0.0008999999845400453,-3.6845933205562065e-20,-1.1434944787933055e-19,2.202285662861181e-20,-1.1102230246251565e-15,2.220446049250313e-16,-13.563360214233398,-1.165122009263566e-16,-4.612092280217297e-16,8.882548644236149e-17,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0006372000207193196,0.0006372000207193196,-0.0017999999690800905,4.404571325722362e-20,-9.910285482875314e-20,-4.743384504624082e-20,0.0,8.881784197001252e-16,-27.126720428466797,1.392789510060047e-16,-3.997146889906267e-16,-1.9131643335546243e-16,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0011150999926030636,0.0011150999926030636,-0.0031500000040978193,8.216219588366713e-20,-2.668153783851046e-20,4.1928130889087867e-20,-5.329070518200751e-15,-3.552713678800501e-15,-47.47175979614258,2.5980882772453544e-16,-1.0761548962654456e-16,1.6911006174487206e-16,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0017522999551147223,0.0017522999551147223,-0.00494999997317791,3.1848438816761693e-19,4.955142741437657e-20,-1.32560656245298e-19,0.0,3.552713678800501e-15,-74.59848022460938,1.0070940104398669e-15,1.9985734449531336e-16,-5.346610664714257e-16,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.002389499917626381,0.002389499917626381,-0.006750000175088644,2.2996944517954254e-19,-2.8926175148734357e-19,-1.9524109434211623e-19,-6.217248937900877e-15,8.881784197001252e-16,-101.7251968383789,7.271968434591301e-16,-1.1666885702297332e-15,-7.874720785626605e-16,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0030267001129686832,0.0030267001129686832,-0.008550000376999378,-5.886878983417387e-20,-2.3251054402130544e-19,-2.1726395097072804e-19,0.0,-1.7763568394002505e-15,-128.85191345214844,-1.8615167642935894e-16,-9.37792104036125e-16,-8.76297565005022e-16,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.033609263598918915,0.006799035239964724,0.006799035239964724,-0.010350000113248825,-4.281751548370488e-19,5.209252625613947e-20,4.586683409382036e-19,-0.00026348463143222034,-0.00026348463143222034,-136.09918212890625,-9.818415230624928e-16,1.6363440402245683e-16,1.4407809145438179e-15,0.0034909311216324568,0.0034909311216324568,-0.0010050414130091667,-1.0687807470576457e-19,1.0111029292844863e-20,8.902637971352797e-20
0.0,8.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0768275186419487,0.011662253178656101,0.011662253178656101,-0.012149999849498272,-3.841294415798252e-19,1.4039571100740028e-18,1.5208476567950963e-18,-0.016793353483080864,-0.016793353483080864,-136.21400451660156,-5.666809765204471e-16,3.961614598922778e-15,4.069548195743131e-15,0.008197400718927383,0.008197400718927383,-0.0023601457942277193,-1.9000781987452586e-19,3.3999677096070695e-19,4.2789983294003937e-19
0.0,9.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.11772926896810532,0.01652398891746998,0.01652398891746998,-0.013949999585747719,-4.518920773601692e-19,7.229426204815453e-19,2.0146678650443534e-18,-2.9077259711129955e-08,-2.907724727663208e-08,-136.09735107421875,-5.18486495887572e-16,1.0512843545728342e-15,4.356084618722684e-15,0.012900506146252155,0.012900506146252155,-0.003714171005412936,-2.66045867770883e-19,4.275127382627587e-19,7.905295320805101e-19
0.0,10.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.15598832070827484,0.021331407129764557,0.021331407129764557,-0.01575000025331974,-1.6614551260393101e-18,9.668881092907838e-19,1.4844252400631613e-18,0.001645231619477272,0.001645231619477272,-136.08592224121094,-2.68613862266186e-15,1.4347019708396106e-15,1.8457157087696952e-15,0.01754387468099594,0.01754387468099594,-0.005050987936556339,-6.549914392203275e-19,5.454349343040706e-19,9.422340945312174e-19
0.0,11.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.19190102815628052,0.026097619906067848,0.026097619906067848,-0.017550000920891762,-1.6038568856260177e-18,7.127782251144937e-19,6.899083355386276e-19,-2.0016123016830534e-05,-2.0016123016830534e-05,-136.0974884033203,-1.7745565767499799e-15,4.310838395081405e-16,-6.50002654629787e-16,0.022141551598906517,0.022141551598906517,-0.006374659948050976,-9.09402985826258e-19,5.805168014557868e-19,8.893365147439107e-19
0.0,12.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2256765216588974,0.03082919865846634,0.03082919865846634,-0.019349999725818634,-9.939931636029214e-19,6.856731708023561e-19,8.96584374668677e-19,-1.337400681222789e-05,-1.337400681222789e-05,-136.09744262695312,-1.53641082840971e-16,2.623069396442252e-16,1.8079278021348925e-17,0.026700567454099655,0.026700567454099655,-0.007687202654778957,-9.312446899007207e-19,6.016839914395008e-19,8.907954545493011e-19
0.0,13.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25744491815567017,0.0355248786509037,0.0355248786509037,-0.021150000393390656,-7.195544886925281e-19,1.2006692027329707e-18,1.3976043629695956e-20,-1.3596532880910672e-05,-1.3596532880910672e-05,-136.09744262695312,3.7348525498771324e-16,1.4472371055469085e-15,-2.1185257510807553e-15,0.031219616532325745,0.031219616532325745,-0.00898823793977499,-8.786152200294578e-19,7.174467807929547e-19,7.213371146113682e-19
0.0,14.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.28734272718429565,0.040185462683439255,0.040185462683439255,-0.022949999198317528,-6.551799847012013e-19,6.619562482792357e-19,-1.0736142606448257e-18,-1.2319814231886994e-05,-1.2319814231886994e-05,-136.09744262695312,3.8295860381870335e-16,-1.2989422299712107e-16,-4.201687029580696e-15,0.03569958359003067,0.03569958359003067,-0.010278021916747093,-8.251174690089556e-19,7.071465210102913e-19,3.881557690608212e-19
0.0,15.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.31549641489982605,0.044811785221099854,0.044811785221099854,-0.02474999986588955,-5.0271405419542725e-19,1.5801399631028973e-18,-1.929117537371669e-18,-1.113360940507846e-05,-1.113360940507846e-05,-136.09742736816406,5.368855867491523e-16,1.980332537494453e-15,-5.2565937205524636e-15,0.04014139994978905,0.04014139994978905,-0.011556822806596756,-7.507554312052986e-19,8.6284388427779205e-19,-2.5127176610230958e-20
0.0,16.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3420233726501465,0.04940474405884743,0.04940474405884743,-0.02655000053346157,-6.484037211231669e-19,3.2708177258224808e-18,-7.195544886925281e-19,-1.0025893971032929e-05,-1.0025893971032929e-05,-136.09742736816406,1.6562456087159002e-16,5.294845304933994e-15,-1.5269621758830882e-15,0.04454607143998146,0.04454607143998146,-0.012824928387999535,-7.280072405770544e-19,1.2756526082730198e-18,-1.4417565498812912e-19
0.0,17.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.36703237891197205,0.053965289145708084,0.053965289145708084,-0.028349999338388443,-2.515264336871645e-18,4.6972212089987225e-18,-2.4182790644110275e-19,-8.996234100777656e-06,-8.996234100777656e-06,-136.097412109375,-2.8108657064527132e-15,7.295047541305139e-15,-2.0820211456831571e-16,0.04891464486718178,0.04891464486718178,-0.014082641340792179,-1.1109099733084635e-18,1.839744601293224e-18,-1.6027495492797506e-19
0.0,18.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.39062437415122986,0.05849440395832062,0.05849440395832062,-0.030150000005960464,-5.229157899874423e-18,5.595076133088281e-18,8.186573435212813e-19,-8.0423515100847e-06,-8.0423515100847e-06,-136.097412109375,-6.296146668805826e-15,7.765823371191395e-15,2.0243793095428607e-15,0.053248222917318344,0.053248222917318344,-0.015330281108617783,-1.961715691336618e-18,2.4354296204365488e-18,-4.9929837503019005e-21
0.0,19.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.41289305686950684,0.062993124127388,0.062993124127388,-0.031950000673532486,-6.642008855894596e-18,3.802754416698181e-18,-8.923492099324054e-19,-7.161641860875534e-06,-7.161641860875534e-06,-136.09739685058594,-6.957280024576804e-15,2.7434022850609868e-15,-1.7803927396356804e-15,0.05754796043038368,0.05754796043038368,-0.016568176448345184,-2.8945196166920013e-18,2.6442215875735087e-18,-1.4049325369619618e-19
0.0,20.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4339252710342407,0.06746252626180649,0.06746252626180649,-0.03375000134110451,-9.305080442062116e-18,7.007927089108454e-18,8.322098706773501e-19,-6.351230240397854e-06,-6.351230240397854e-06,-136.09739685058594,-9.267649209090002e-15,8.49768186047574e-15,1.8941979688464e-15,0.0618150532245636,0.0618150532245636,-0.017796672880649567,-4.127653590516147e-18,3.2860436393577443e-18,2.573762984384334e-21
0.0,21.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4538016617298126,0.07190372049808502,0.07190372049808502,-0.03554999828338623,-9.216989015547669e-18,8.508869471643074e-18,1.7774986398131493e-18,-5.608033461612649e-06,-5.608033461612649e-06,-136.09739685058594,-7.157353018366532e-15,9.874889670075451e-15,3.355882068341678e-15,0.06605073064565659,0.06605073064565659,-0.019016126170754433,-5.0729845458631864e-18,4.026393862240162e-18,2.541743267158868e-19
0.0,22.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.47259706258773804,0.07631783187389374,0.07631783187389374,-0.03734999895095825,-1.277452739401573e-17,8.3564035411373e-18,2.4043030207813315e-18,-4.9288187256024685e-06,-4.9288187256024685e-06,-136.09738159179688,-1.0539123589949854e-14,7.951641223995307e-15,3.948502105382808e-15,0.07025625556707382,0.07025625556707382,-0.020226897671818733,-6.4550656238673056e-18,4.618309005741776e-18,5.480982490813382e-19
0.0,23.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4903809428215027,0.08070603013038635,0.08070603013038635,-0.03914999961853027,-1.5928878089590745e-17,7.289142027596882e-18,1.0050045919172274e-18,-4.310256372264121e-06,-4.310256372264121e-06,-136.09738159179688,-1.261858693436032e-14,4.765625048720138e-15,8.152677823641656e-16,0.07443292438983917,0.07443292438983917,-0.021429363638162613,-8.098491107685104e-18,4.970625080962812e-18,6.083698855356138e-19
0.0,24.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5072178244590759,0.08506951481103897,0.08506951481103897,-0.040950000286102295,-1.4170437691090818e-17,7.7262110283801e-18,-1.4801900753268898e-18,-3.748965809791116e-06,-3.748965809791116e-06,-136.09738159179688,-7.874129238992066e-15,4.77925380884146e-15,-3.622372397833274e-15,0.07858207076787949,0.07858207076787949,-0.022623904049396515,-9.117247577286025e-18,5.321620562335907e-18,3.423376145460496e-19
0.0,25.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5231674909591675,0.0894094854593277,0.0894094854593277,-0.042750000953674316,-1.7118112347535783e-17,9.132285720822239e-18,-4.197048253645058e-19,-3.241558488298324e-06,-3.241558488298324e-06,-136.0973663330078,-1.0104961606241612e-14,6.426746020261756e-15,-1.2851964204844903e-15,0.0827050432562828,0.0827050432562828,-0.023810910061001778,-1.041638187859547e-17,5.79063238324378e-18,2.4854634492444086e-19
0.0,26.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5382857322692871,0.09372717887163162,0.09372717887163162,-0.04455000162124634,-1.7792350573550206e-17,7.963380253611305e-18,2.4839241178232357e-18,-2.784673597489018e-06,-2.784673597489018e-06,-136.0973663330078,-9.075675120825445e-15,3.564657690389734e-15,3.667409986671732e-15,0.08680322021245956,0.08680322021245956,-0.02499077282845974,-1.1576166852372395e-17,6.049209869908469e-18,5.145770649503565e-19
0.0,27.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5526242256164551,0.09802385419607162,0.09802385419607162,-0.04634999856352806,-1.4217871536137058e-17,7.672000919755825e-18,-1.2705494208814505e-21,-2.3750071704853326e-06,-2.3750071704853326e-06,-136.0973663330078,-3.1677374160316582e-15,2.5909897176308897e-15,-8.236153979384751e-16,0.0908779725432396,0.0908779725432396,-0.026163896545767784,-1.1978661357912123e-17,6.236084032354611e-18,4.551740198380499e-19
0.0,28.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5662310123443604,0.10230076313018799,0.10230076313018799,-0.04814999923110008,-1.3367450457093741e-17,4.9140616434958234e-18,-1.6851720485624305e-18,-2.009338231800939e-06,-2.0093384591746144e-06,-136.0973663330078,-1.6235014854969762e-15,-2.055012679596786e-15,-3.3270528784654042e-15,0.0949307233095169,0.0949307233095169,-0.027330685406923294,-1.21838302739661e-17,6.088667212307861e-18,2.1650710655963616e-19
0.0,29.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5791507363319397,0.10655918717384338,0.10655918717384338,-0.049949999898672104,-1.7345117177399935e-17,5.564582946987126e-18,-2.9032054267141144e-18,-1.6845485788508086e-06,-1.6845485788508086e-06,-136.0973663330078,-5.884035493813455e-15,-7.9346758952156325e-16,-4.7232683191597395e-15,0.09896289557218552,0.09896289557218552,-0.0284915491938591,-1.292364489740189e-17,6.0320367732112554e-18,-1.2059687162730507e-19
0.0,30.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5914250612258911,0.11080041527748108,0.11080041527748108,-0.051750000566244125,-1.635917082679593e-17,3.589302113990098e-18,4.616329562535937e-20,-1.3976373338664416e-06,-1.3976373338664416e-06,-136.0973663330078,-3.8208796512200025e-15,-3.603607229919802e-15,2.4601039631596687e-16,0.10297591984272003,0.10297591984272003,-0.029646899551153183,-1.3401772662250404e-17,5.776065319066415e-18,-1.0312226759681608e-19
0.0,31.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.603092610836029,0.11502574384212494,0.11502574384212494,-0.05355000123381615,-1.5955983143902883e-17,4.537979014914914e-18,-4.214412429063771e-18,-1.145734017882205e-06,-1.145734017882205e-06,-136.0973663330078,-2.77225942702452e-15,-1.780437420623648e-15,-5.912265407879546e-15,0.10697124153375626,0.10697124153375626,-0.03079715371131897,-1.3747150346493345e-17,5.650155194946043e-18,-5.212296133280259e-19
0.0,32.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6141904592514038,0.11923683434724808,0.11923683434724808,-0.05534999817609787,-1.4471981420313348e-17,4.3922893479871744e-18,-3.2623473963499378e-18,0.00015576161968056113,0.00015576161968056113,-136.0962677001953,-7.680162611598213e-16,-1.7640121812269663e-15,-3.8441023300184e-15,0.11095067858695984,0.11095067858695984,-0.031942833214998245,-1.3842452306407417e-17,5.525901913592615e-18,-7.920000524144763e-19
0.0,33.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6247490048408508,0.12343394011259079,0.12343394011259079,-0.05714999884366989,-1.1957987632862585e-17,3.56219705967796e-18,-5.4273636095319294e-18,-8.160702691384358e-07,-8.160702691384358e-07,-136.09735107421875,1.9500868967721333e-15,-2.6867760149546687e-15,-6.3421867211373596e-15,0.11491458863019943,0.11491458863019943,-0.033084046095609665,-1.3601414357451302e-17,5.33739076071423e-18,-1.2369849131658863e-18
0.0,34.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6348033547401428,0.1276196986436844,0.1276196986436844,-0.05894999951124191,-1.5031023165501187e-17,3.860352657111474e-18,-5.960994366302139e-18,0.00011581135186133906,0.00011581135186133906,-136.09654235839844,-1.4452805653178695e-15,-1.972423367349466e-15,-6.30840027093728e-15,0.11886584013700485,0.11886584013700485,-0.03422161191701889,-1.3779486490999267e-17,5.199441436368456e-18,-1.6781869218797265e-18
0.0,35.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6443793773651123,0.1317942887544632,0.1317942887544632,-0.060750000178813934,-1.7565345743686053e-17,8.787966827763366e-19,-5.505290640679325e-18,-4.816823775399826e-07,-4.816823775399826e-07,-136.09735107421875,-3.740646996390181e-15,-5.633869818556054e-15,-4.990320443253602e-15,0.1228046640753746,0.1228046640753746,-0.03535560145974159,-1.4238919974004083e-17,4.806655963268569e-18,-2.026105291374124e-18
0.0,36.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.653506875038147,0.13596002757549286,0.13596002757549286,-0.06255000084638596,-2.3203197040610676e-17,-2.177298190917179e-18,-8.058247943703786e-18,8.455794886685908e-05,8.455794886685908e-05,-136.09677124023438,-8.659421954721e-15,-8.89566113777612e-15,-7.68331219773346e-15,0.12673363089561462,0.12673363089561462,-0.03648674860596657,-1.5299825431717644e-17,4.188013786994754e-18,-2.560435429352247e-18
0.0,37.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6622089743614197,0.14011737704277039,0.14011737704277039,-0.06435000151395798,-1.8795237583099297e-17,-2.98706168849229e-18,-9.255952531121367e-18,-2.50829486958537e-07,-2.50829486958537e-07,-136.09735107421875,-3.3024626649736646e-15,-8.931275485076374e-15,-8.334338332861325e-15,0.1306532621383667,0.1306532621383667,-0.03761520981788635,-1.570346310086392e-17,3.5683719629506684e-18,-3.1386623880773337e-18
0.0,38.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6705110669136047,0.14426842331886292,0.14426842331886292,-0.06615000218153,-1.962871800319753e-17,-3.6477473873506444e-18,-1.2357787183966615e-17,5.666921060765162e-05,5.666921060765162e-05,-136.09695434570312,-3.628460447141664e-15,-8.781565799780965e-15,-1.1219097923083083e-14,0.13456584513187408,0.13456584513187408,-0.03874164819717407,-1.6146148658006373e-17,2.9602089242669812e-18,-3.91563561899023e-18
0.0,39.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6784337759017944,0.14841385185718536,0.14841385185718536,-0.06795000284910202,-2.3653818568549964e-17,-7.598309053344701e-18,-1.7153687731320463e-17,-1.0337988243236396e-07,-1.0337988243236396e-07,-136.09735107421875,-6.7927387923749725e-15,-1.256721015094461e-14,-1.575650857889039e-14,0.13847221434116364,0.13847221434116364,-0.03986629098653793,-1.6973570807298267e-17,2.091260860658854e-18,-5.005104864026166e-18
0.0,40.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6859988570213318,0.15255552530288696,0.15255552530288696,-0.06975000351667404,-2.1627715758717678e-17,-1.3056589365451413e-17,-2.2335835302622273e-17,3.180804196745157e-05,3.180804196745157e-05,-136.09713745117188,-4.123047220208186e-15,-1.764115011026763e-14,-2.0183326377939438e-14,0.14237438142299652,0.14237438142299652,-0.04098972678184509,-1.7475259157534128e-17,8.727873190237154e-19,-6.399166412432197e-18
0.0,41.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6932246685028076,0.15669438242912292,0.15669438242912292,-0.07154999673366547,-2.1570117518304385e-17,-1.1741994231312738e-17,-2.408241723986064e-17,-2.413193733730168e-08,-2.4131916021019606e-08,-136.09735107421875,-3.553218933953538e-15,-1.438059842376587e-14,-2.015855066423225e-14,0.1462734341621399,0.1462734341621399,-0.042112261056900024,-1.7907262504246072e-17,-1.1968222958967163e-19,-7.79039858955299e-18
0.0,42.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7001297473907471,0.16083204746246338,0.16083204746246338,-0.07334999740123749,-2.3047342978315885e-17,-1.09661120516278e-17,-2.507683391993719e-17,9.592759852239396e-06,9.592759852239396e-06,-136.0972900390625,-4.3703245131154495e-15,-1.2108159798147194e-14,-1.92973112803866e-14,0.15017113089561462,0.15017113089561462,-0.043234411627054214,-1.84384299171521e-17,-9.550335771371333e-19,-9.121735032109125e-18
